DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
22,7,48,Aluguel,1726,1798,00017224,Despesa referente a manutenção do imóvel para uso do escritório de apoio em São Paulo.,344.22
22,7,48,Aluguel,1726,1798,00032792,Despesa referente a aluguel do imóvel locado para uso do escritório de apoio em São Paulo.,3900.0
23,7,48,Aluguel,1726,1798,00032348,Despesa referente a taxa de condomínio do imóvel locado para uso do escritório de apoio em São Paulo.,1307.08
23,7,48,Aluguel,1726,1798,00032348,Despesa referente ao IPTU do imóvel locado para uso do escritório de apoio em São Paulo.,704.6
23,7,48,Despesas gerais,1726,1798,04714384,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,118.59
23,7,48,Despesas gerais,1726,1798,04835606,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,68.66
23,7,48,Contratações,1726,1798,04714385,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,130.62
24,7,48,Aluguel,1725,1796,0001297697,Despesa referente a assinatura de TV em uso no escritório de apoio em São Paulo.,242.68
08,8,48,Aluguel,1726,1798,335261445,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,44.69
08,8,48,Aluguel,1726,1798,335261533,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,59.4
08,8,48,Despesas gerais,1726,1798,035093,Despesa referente a locação de equipamentos de informática.,3026.0
08,8,48,Despesas gerais,1726,1798,022051,Despesa referente a locação de móveis em uso no escritório de apoio em São Paulo.,1493.0
08,8,48,"Locomoção, hospedagem e alimentação",1726,1798,2196,Despesa referente a locação de veículo utilizado na atividade parlamentar.,5750.0
09,8,48,Despesas gerais,1726,1798,10750,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
09,8,48,"Locomoção, hospedagem e alimentação",1725,1797,1068,Aquisição de combustível para veículo utilizado na atividade parlamentar.,454.67
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,58.14
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,65.26
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,68.04
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,69.09
15,8,48,Aluguel,2504,1798,13364626790,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,70.83
16,8,48,"Locomoção, hospedagem e alimentação",1725,1797,1063,Aquisição de combustível para veículo utilizado na atividade parlamentar.,371.64
22,8,48,Aluguel,1726,1798,00032792,Despesa referente a taxa de condomínio do imóvel locado para o escritório de apoio em São Paulo.,1307.08
22,8,48,Aluguel,1726,1798,00032792,Despesa referente a IPTU concernente ao imóvel locado para o escritório de apoio em São Paulo.,704.6
23,8,48,Aluguel,1726,1798,00017266,Despesa referente a manutenção do escritório de apoio em São Paulo.,344.22
23,8,48,Aluguel,1726,1798,00033263,Despesa referente a locação de imóvel destinado ao escritório de apoio em São Paulo.,3980.04
23,8,48,Contratações,1726,1798,04714385,Despesa referente a hospedagem de dados.,126.4
25,8,48,Aluguel,1726,1798,0005626340,Despesa referente a assinatura de TV a cabo em uso no escritório de apoio em São Paulo.,242.68
25,8,48,Despesas gerais,1726,1798,04967952,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,72.48
09,9,48,Aluguel,1726,1798,343275714,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,45.78
09,9,48,Aluguel,1726,1798,343271666,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,64.54
09,9,48,Despesas gerais,1726,1798,035287,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
09,9,48,Despesas gerais,1726,1798,022214,Despesa referente a locação de móveis em uso no escritório de apoio em São Paulo.,1493.0
09,9,48,"Locomoção, hospedagem e alimentação",1725,1797,103529,Aquisição de combustível para veículo utilizado na atividade parlamentar.,473.19
09,9,48,"Locomoção, hospedagem e alimentação",1726,1798,2266,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
10,9,48,Despesas gerais,1726,1798,10804,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,420.0
13,9,48,"Locomoção, hospedagem e alimentação",1725,1797,104031,Aquisição de combustível para veículo utilizado na atividade parlamentar.,473.0
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,54.03
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,58.14
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,63.22
15,9,48,Aluguel,2504,1798,13541199470,MISSING,67.22
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,71.81
15,9,48,Aluguel,2504,1798,13541199470,Despesa com telefonia fixa em uso no escritório de apoio em São Paulo.,86.95
21,9,48,Aluguel,1726,1798,00033676,Despesa referente a aluguel do escritório de apoio em São Paulo.,4100.0
22,9,48,Aluguel,1726,1798,00017312,Despesa referente a manutenção do escritório de apoio em São Paulo.,344.22
22,9,48,Despesas gerais,1726,1798,05081290,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,62.41
22,9,48,Contratações,1726,1798,05081291,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,42.1
23,9,48,Aluguel,1726,1798,0010077947,Despesa referente a assinatura de tv a cabo para uso no escritório de apoio em São Paulo.,251.36
23,9,48,Aluguel,1726,1798,00033263,Despesa referente a taxa de condomínio do imóvel locado para uso do escritório de apoio em São Paulo.,1307.08
23,9,48,Aluguel,1726,1798,00033263,Despesa referente ao IPTU do imóvel locado para uso do escritório de apoio em São Paulo.,704.6
23,9,48,Contratações,1726,1798,04714385,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo.,79.99
25,9,48,Despesas gerais,1726,1798,04967952,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,114.77
27,9,48,"Locomoção, hospedagem e alimentação",1726,1798,137443,Aquisição de combustível para veículos utilizados na atividade parlamentar.,393.87
10,10,48,Aluguel,1726,1798,351236707,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,47.95
10,10,48,Aluguel,1726,1798,351238479,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,73.25
10,10,48,Despesas gerais,1726,1798,035551,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
10,10,48,Despesas gerais,1726,1798,022397,Despesa referente a locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
10,10,48,"Locomoção, hospedagem e alimentação",1726,1798,058715,Aquisição de combustível para veículos utilizados na atividade parlamentar.,444.71
10,10,48,"Locomoção, hospedagem e alimentação",1726,1798,2336,Despesa referente a locação de veículo utilizado na atividade parlamentar.,5750.0
11,10,48,Despesas gerais,1726,1798,10860,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,420.0
15,10,48,Aluguel,2504,1798,13714326150,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,425.0
18,10,48,"Locomoção, hospedagem e alimentação",1726,1798,062175,Aquisição de combustível para veículos utilizados na atividade parlamentar.,497.59
21,10,48,Aluguel,1726,1798,00017359,Despesa referente a manutenção do escritório de apoio em São Paulo.,344.22
21,10,48,Aluguel,1726,1798,00033676,Despesa referente a taxa de condomínio do escritório de apoio em São Paulo.,1307.08
21,10,48,Aluguel,1726,1798,00033676,Despesa referente a tributo (IPTU) do imóvel locado para o escritório de apoio em São Paulo.,704.6
22,10,48,Despesas gerais,1726,1798,05204402,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,68.64
22,10,48,Despesas gerais,1726,1798,05081290,Despesa referente a locação de software em uso no escritório de apoio em São Paulo.,118.59
22,10,48,Contratações,1726,1798,05081291,Despesa referente a hospedagem de dados em uso no escritório de apoio em São Paulo,127.8
23,10,48,Aluguel,1726,1798,0015039204,Despesa referente a assinatura de tv a cabo em uso no escritório de apoio em São Paulo.,256.56
25,10,48,Aluguel,1726,1798,00034144,Despesa referente a locação do imóvel destinado ao escritório de apoio em São Paulo.,4100.0
11,11,48,Aluguel,1726,1798,359372086,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,48.32
11,11,48,Aluguel,1726,1798,359381467,Despesa referente a energia elétrica em uso no escritório de apoio em São Paulo.,72.28
11,11,48,Despesas gerais,1726,1798,035752,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
11,11,48,Despesas gerais,1726,1798,022568,Despesa referente a locação de móveis para uso no escritório de apoio em São Paulo.,1493.0
11,11,48,"Locomoção, hospedagem e alimentação",1726,1798,070542,Aquisição de combustível para veículos utilizados na atividade parlamentar.,485.05
11,11,48,"Locomoção, hospedagem e alimentação",1726,1798,2427,Despesa de Locação de veículo utilizado na atividade parlamentar.,5750.0
12,11,48,Despesas gerais,1726,1798,10916,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,420.0
15,11,48,Aluguel,2504,1798,13890064940,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,437.16
15,11,48,Aluguel,2504,1798,13890064940,Despesa referente a telefonia fixa em uso no escritório de apoio em São Paulo.,437.16
19,11,48,Aluguel,1726,1798,00017419,Despesa referente a manutenção do imóvel locado para o escritório de apoio em São Paulo.,344.22
22,11,48,Aluguel,1726,1798,00034523,Despesa referente a despesa de aluguel do imóvel locado para uso do escritório de apoio em São Paulo.,4100.0
22,11,48,Despesas gerais,1726,1798,05204402,Despesa referente a locação de software para uso no escritório de apoio de São Paulo.,118.56
24,11,48,Aluguel,1726,1798,0018819760,Despesa referente a assinatura de tv por assinatura em uso no escritório de apoio em São Paulo.,251.36
24,11,48,Despesas gerais,1726,1798,05325317,Despesa referente a locação de software para uso no escritório de apoio em São Paulo.,68.65
25,11,48,Aluguel,1726,1798,00034144,Despesa referente a taxa de condomínio do imóvel destinado ao escritório de apoio em São Paulo.,1307.08
25,11,48,Aluguel,1726,1798,00034144,Despesa referente a taxa de IPTU do imóvel locado para uso do escritório de apoio em São Paulo.,704.6
30,11,48,"Locomoção, hospedagem e alimentação",1726,1798,000012550,Aquisição de combustível para veículos utilizados na atividade parlamentar,486.93
12,12,48,Despesas gerais,1726,1798,036007,Despesa referente a locação de equipamentos em uso no escritório de apoio em São Paulo.,3026.0
12,12,48,Despesas gerais,1726,1798,022764,Despesa referente a locação de móveis utilizados no escritório de apoio em São Paulo.,1493.0
12,12,48,"Locomoção, hospedagem e alimentação",1726,1798,076887,Aquisição de combustível para veículo utilizado na atividade parlamentar.,515.71
12,12,48,"Locomoção, hospedagem e alimentação",1726,1798,079395,Aquisição de combustível para veículos utilizados na atividade parlamentar,497.03
22,12,48,Aluguel,1726,1798,00034523,Despesa referente a taxa de condomínio do imóvel locado para uso do escritório de apoio em São Paulo.,1307.08
22,12,48,Aluguel,1726,1798,00034523,Despesa referente a taxa de IPTU do imóvel locado para uso do escritório de apoio em São Paulo.,704.6
01,1,49,"Locomoção, hospedagem e alimentação",2487,1823,77147,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,183.61
01,1,49,"Locomoção, hospedagem e alimentação",2487,1823,65962,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,170.04
01,1,49,"Locomoção, hospedagem e alimentação",2487,1823,79671,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,189.11
01,1,49,"Locomoção, hospedagem e alimentação",1752,1826,78586,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,199.75
02,1,49,"Locomoção, hospedagem e alimentação",1751,1825,000.001.017,Despesa de locação de veículo utilizado na atividade parlamentar,2500.0
02,1,49,"Locomoção, hospedagem e alimentação",1751,1825,446,Despesa de locação de veículo utilizado na atividade parlamentar,6500.0
15,1,49,"Locomoção, hospedagem e alimentação",2487,1823,80866,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,179.75
19,1,49,"Locomoção, hospedagem e alimentação",2487,1823,82146,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,77.0
20,1,49,Contratações,1744,1817,268,Contratação de assessoria técnica de apoio ao exercício do mandato parlamentar,10000.0
22,1,49,"Locomoção, hospedagem e alimentação",2487,1823,000083533,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,210.01
27,1,49,"Locomoção, hospedagem e alimentação",2487,1823,000085296,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,218.0
02,2,49,"Locomoção, hospedagem e alimentação",1733,2541,000110010,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,190.01
02,2,49,"Locomoção, hospedagem e alimentação",2487,1823,000087234,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,212.39
02,2,49,"Locomoção, hospedagem e alimentação",2487,1823,000088423,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,193.2
02,2,49,"Locomoção, hospedagem e alimentação",2487,1823,000090278,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,179.79
03,2,49,"Locomoção, hospedagem e alimentação",1751,1825,000001020,Despesa de locação de veículo utilizado na atividade parlamentar,2500.0
22,2,49,Contratações,1744,1817,00000273,Contratação de assessoria técnica de apoio ao exercício do mandato parlamentar,10000.0
22,2,49,"Locomoção, hospedagem e alimentação",1747,1820,189894,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,100.0
24,2,49,"Locomoção, hospedagem e alimentação",1752,1826,000121978,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,150.0
29,2,49,"Locomoção, hospedagem e alimentação",1751,1825,454,Despesa de locação de veículo utilizado na atividade parlamentar,6534.0
03,3,49,"Locomoção, hospedagem e alimentação",1747,1820,192014,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,253.0
03,3,49,"Locomoção, hospedagem e alimentação",2487,1823,97486,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,220.0
03,3,49,"Locomoção, hospedagem e alimentação",2487,1823,101246,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,90.0
03,3,49,"Locomoção, hospedagem e alimentação",1752,1826,126481,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,165.68
03,3,49,"Locomoção, hospedagem e alimentação",1752,1826,129398,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,269.94
03,3,49,"Locomoção, hospedagem e alimentação",1752,1826,134416,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,151.13
16,3,49,"Locomoção, hospedagem e alimentação",2487,1823,102816,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,157.05
17,3,49,Contratações,1744,1817,276,Contratação de assessoria técnica de apoio ao exercício do mandato parlamentar,10000.0
18,3,49,"Locomoção, hospedagem e alimentação",1747,1820,196266,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,220.0
21,3,49,"Locomoção, hospedagem e alimentação",1752,1826,141136,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,60.0
22,3,49,"Locomoção, hospedagem e alimentação",1752,1826,000142024,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,25.0
22,3,49,"Locomoção, hospedagem e alimentação",1736,1808,000322078,Despesa com aquisição de combustível para veículo utilizado na atividade parlamentar,304.17
